Image Name,Sigma,Intensity,Detail,PSNR (dB)
ghost,90.0,7.0,40.0,7.46565885968323
ghost,90.0,7.0,45.0,6.5583874361092445
ghost,90.0,7.0,50.0,8.115511673401928
ghost,90.0,7.0,55.0,8.290814071980042
ghost,90.0,7.0,60.0,8.22497400118479
ghost,90.0,7.0,65.0,7.6992609235256175
ghost,90.0,7.0,70.0,7.864867883975772
ghost,90.0,7.0,75.0,8.610615794523389
ghost,90.0,7.0,80.0,8.298718928857667
ghost,90.0,7.0,85.0,7.586575387464957
ghost,90.0,7.0,90.0,8.739281576052846
ghost,90.0,7.0,95.0,8.333425488073665
ghost,90.0,8.0,0.0,8.674525352381401
ghost,90.0,8.0,5.0,11.070010208311077
ghost,90.0,8.0,10.0,9.486092474966863
ghost,90.0,8.0,15.0,9.291571437286153
ghost,90.0,8.0,20.0,8.57956428514863
ghost,90.0,8.0,25.0,8.18786922575979
ghost,90.0,8.0,30.0,8.736202911887554
ghost,90.0,8.0,35.0,7.029547138584496
ghost,90.0,8.0,40.0,8.341726145175361
ghost,90.0,8.0,45.0,8.028317872794307
ghost,90.0,8.0,50.0,8.102269572138024
ghost,90.0,8.0,55.0,8.031909438814138
ghost,90.0,8.0,60.0,8.124030866281805
ghost,90.0,8.0,65.0,8.015669609053928
ghost,90.0,8.0,70.0,7.961889753647277
ghost,90.0,8.0,75.0,8.153650101143821
ghost,90.0,8.0,80.0,7.9268365411698305
ghost,90.0,8.0,85.0,8.652560896169302
ghost,90.0,8.0,90.0,8.170873675160014
ghost,90.0,8.0,95.0,8.340495972134372
ghost,90.0,9.0,0.0,8.398100445097658
ghost,90.0,9.0,5.0,11.221860417481349
ghost,90.0,9.0,10.0,8.530742781002635
ghost,90.0,9.0,15.0,9.303181212493275
ghost,90.0,9.0,20.0,8.444090330047578
ghost,90.0,9.0,25.0,8.784528904120101
ghost,90.0,9.0,30.0,8.727799328987619
ghost,90.0,9.0,35.0,8.02647102505481
ghost,90.0,9.0,40.0,8.50450387135446
ghost,90.0,9.0,45.0,8.564593227477166
ghost,90.0,9.0,50.0,7.724961191079964
ghost,90.0,9.0,55.0,8.888683290309627
ghost,90.0,9.0,60.0,7.987832063021065
ghost,90.0,9.0,65.0,7.237005154133673
ghost,90.0,9.0,70.0,7.020936955861168
ghost,90.0,9.0,75.0,8.016706536781564
ghost,90.0,9.0,80.0,8.179289018564548
ghost,90.0,9.0,85.0,7.579383397295992
ghost,90.0,9.0,90.0,8.153727599451942
ghost,90.0,9.0,95.0,7.599141994044328
ghost,90.0,10.0,0.0,8.288007316343418
ghost,90.0,10.0,5.0,12.930014135007312
ghost,90.0,10.0,10.0,10.231917812203633
ghost,90.0,10.0,15.0,9.256989062705266
ghost,90.0,10.0,20.0,8.503505189504
ghost,90.0,10.0,25.0,8.862327821239806
ghost,90.0,10.0,30.0,8.717681160612928
ghost,90.0,10.0,35.0,7.920092238149588
ghost,90.0,10.0,40.0,8.087805495687435
ghost,90.0,10.0,45.0,8.552601207798268
ghost,90.0,10.0,50.0,7.880736833417251
ghost,90.0,10.0,55.0,8.677005177235591
ghost,90.0,10.0,60.0,8.269439779577015
ghost,90.0,10.0,65.0,7.237518224191929
ghost,90.0,10.0,70.0,8.599135981457819
ghost,90.0,10.0,75.0,8.07532857036256
ghost,90.0,10.0,80.0,8.368713677865973
ghost,90.0,10.0,85.0,7.617962129215531
ghost,90.0,10.0,90.0,8.377205065247132
ghost,90.0,10.0,95.0,8.045591038527286
ghost,95.0,1.0,0.0,7.727519094172652
ghost,95.0,1.0,5.0,9.661533374069622
ghost,95.0,1.0,10.0,8.589797326211611
ghost,95.0,1.0,15.0,8.1298007448669
ghost,95.0,1.0,20.0,8.470862210377039
ghost,95.0,1.0,25.0,7.687692030030021
ghost,95.0,1.0,30.0,8.24896040332561
ghost,95.0,1.0,35.0,8.250460870761664
ghost,95.0,1.0,40.0,7.387542618790729
ghost,95.0,1.0,45.0,7.445196594123227
ghost,95.0,1.0,50.0,8.661084813484361
ghost,95.0,1.0,55.0,6.481704595313483
ghost,95.0,1.0,60.0,8.340902563292586
ghost,95.0,1.0,65.0,8.487372628115569
ghost,95.0,1.0,70.0,8.192495094051921
ghost,95.0,1.0,75.0,8.604180388237904
ghost,95.0,1.0,80.0,7.607376264727322
ghost,95.0,1.0,85.0,8.16185304363371
ghost,95.0,1.0,90.0,7.437297891007748
ghost,95.0,1.0,95.0,7.546873458110326
ghost,95.0,2.0,0.0,7.5903727856131935
ghost,95.0,2.0,5.0,9.63493323508536
ghost,95.0,2.0,10.0,8.564414909588907
ghost,95.0,2.0,15.0,7.188112744073327
ghost,95.0,2.0,20.0,8.204284303486745
ghost,95.0,2.0,25.0,8.872667307678663
ghost,95.0,2.0,30.0,8.121049153526227
ghost,95.0,2.0,35.0,8.63163966513879
ghost,95.0,2.0,40.0,8.28279793290938
ghost,95.0,2.0,45.0,8.510144721162078
ghost,95.0,2.0,50.0,7.167965603071767
ghost,95.0,2.0,55.0,7.7602844979409955
ghost,95.0,2.0,60.0,9.015523577448226
ghost,95.0,2.0,65.0,8.340966608627442
ghost,95.0,2.0,70.0,7.8096975967917635
ghost,95.0,2.0,75.0,8.070566525368788
ghost,95.0,2.0,80.0,8.042281748985028
ghost,95.0,2.0,85.0,8.443096536788886
ghost,95.0,2.0,90.0,7.717507902541556
ghost,95.0,2.0,95.0,7.178930492055823
ghost,95.0,3.0,0.0,7.960874856023813
ghost,95.0,3.0,5.0,10.100918084904574
ghost,95.0,3.0,10.0,8.32799744806328
ghost,95.0,3.0,15.0,8.553056260996248
ghost,95.0,3.0,20.0,8.65938944058581
ghost,95.0,3.0,25.0,7.143799979968271
ghost,95.0,3.0,30.0,8.787654404024256
ghost,95.0,3.0,35.0,8.820072258935541
ghost,95.0,3.0,40.0,8.149665716878491
ghost,95.0,3.0,45.0,8.408631103893127
ghost,95.0,3.0,50.0,8.313297369236814
ghost,95.0,3.0,55.0,7.702924795798702
ghost,95.0,3.0,60.0,7.178871511154934
ghost,95.0,3.0,65.0,8.146917533803803
ghost,95.0,3.0,70.0,6.992145713993364
ghost,95.0,3.0,75.0,8.136292585381401
ghost,95.0,3.0,80.0,7.678291066575809
ghost,95.0,3.0,85.0,8.420623169585859
ghost,95.0,3.0,90.0,7.80073761186312
ghost,95.0,3.0,95.0,8.596509020531768
ghost,95.0,4.0,0.0,8.877160025138572
ghost,95.0,4.0,5.0,10.19227375181819
ghost,95.0,4.0,10.0,9.500187075502806
ghost,95.0,4.0,15.0,7.81768040816905
ghost,95.0,4.0,20.0,8.732124245827974
ghost,95.0,4.0,25.0,8.79955482704677
ghost,95.0,4.0,30.0,8.600589749453052
ghost,95.0,4.0,35.0,6.993235291999134
ghost,95.0,4.0,40.0,7.768953018970497
ghost,95.0,4.0,45.0,7.426846499963298
ghost,95.0,4.0,50.0,8.153877098000152
ghost,95.0,4.0,55.0,7.876000642407582
ghost,95.0,4.0,60.0,7.821871267948224
ghost,95.0,4.0,65.0,7.842138064658988
ghost,95.0,4.0,70.0,7.8022846910238375
ghost,95.0,4.0,75.0,7.458144902783368
ghost,95.0,4.0,80.0,7.120197251754108
ghost,95.0,4.0,85.0,7.735230598830117
ghost,95.0,4.0,90.0,7.593632088575203
ghost,95.0,4.0,95.0,7.893032453114505
ghost,95.0,5.0,0.0,7.3558438234784385
ghost,95.0,5.0,5.0,11.35823597235296
ghost,95.0,5.0,10.0,9.08103508487143
ghost,95.0,5.0,15.0,8.936311075868412
ghost,95.0,5.0,20.0,8.764601296367836
ghost,95.0,5.0,25.0,8.331451815199047
ghost,95.0,5.0,30.0,8.721295496786318
ghost,95.0,5.0,35.0,8.223752301575187
ghost,95.0,5.0,40.0,8.440627683074219
ghost,95.0,5.0,45.0,8.529946941025111
ghost,95.0,5.0,50.0,8.062249783327987
ghost,95.0,5.0,55.0,8.643282074777462
ghost,95.0,5.0,60.0,7.424039157049584
ghost,95.0,5.0,65.0,8.861315748078981
ghost,95.0,5.0,70.0,8.357750085702216
ghost,95.0,5.0,75.0,8.498512396776611
ghost,95.0,5.0,80.0,7.997811239277698
ghost,95.0,5.0,85.0,8.748693007750386
ghost,95.0,5.0,90.0,8.169897829018094
ghost,95.0,5.0,95.0,7.9622164477228425
ghost,95.0,6.0,0.0,7.837012585124795
ghost,95.0,6.0,5.0,12.059563952928249
ghost,95.0,6.0,10.0,9.22105968507332
ghost,95.0,6.0,15.0,8.948172490357296
ghost,95.0,6.0,20.0,8.608642900641279
ghost,95.0,6.0,25.0,9.049904977995585
ghost,95.0,6.0,30.0,9.108485197885491
ghost,95.0,6.0,35.0,7.637434837443321
ghost,95.0,6.0,40.0,8.207309334487519
ghost,95.0,6.0,45.0,8.4857338314815
ghost,95.0,6.0,50.0,8.323971292015214
ghost,95.0,6.0,55.0,8.248053155574663
ghost,95.0,6.0,60.0,7.92047718207416
ghost,95.0,6.0,65.0,8.521111174443728
ghost,95.0,6.0,70.0,7.877078572830593
ghost,95.0,6.0,75.0,8.513073121734951
ghost,95.0,6.0,80.0,7.2248088644141175
ghost,95.0,6.0,85.0,7.890444856999757
ghost,95.0,6.0,90.0,8.492471323936003
ghost,95.0,6.0,95.0,7.954816056769498
ghost,95.0,7.0,0.0,8.293622440994824
ghost,95.0,7.0,5.0,11.823860638730949
ghost,95.0,7.0,10.0,9.389938679564821
ghost,95.0,7.0,15.0,9.737990074295363
ghost,95.0,7.0,20.0,9.149925533331274
ghost,95.0,7.0,25.0,7.512936887148392
ghost,95.0,7.0,30.0,8.18969755176602
ghost,95.0,7.0,35.0,6.890987428669977
ghost,95.0,7.0,40.0,8.691615680609972
ghost,95.0,7.0,45.0,8.362203853276071
ghost,95.0,7.0,50.0,7.647680704216848
ghost,95.0,7.0,55.0,7.777042598409692
ghost,95.0,7.0,60.0,8.39895935664347
ghost,95.0,7.0,65.0,7.884428983624827
ghost,95.0,7.0,70.0,8.697250132008783
ghost,95.0,7.0,75.0,8.282506966379735
ghost,95.0,7.0,80.0,6.961264492760861
ghost,95.0,7.0,85.0,7.935565044851782
ghost,95.0,7.0,90.0,8.149190535513286
ghost,95.0,7.0,95.0,8.005611694889707
ghost,95.0,8.0,0.0,8.568225444361236
ghost,95.0,8.0,5.0,11.78878239580849
ghost,95.0,8.0,10.0,9.929470626347399
ghost,95.0,8.0,15.0,8.813593317841647
ghost,95.0,8.0,20.0,8.924290297750826
ghost,95.0,8.0,25.0,7.228333377895621
ghost,95.0,8.0,30.0,8.668303136476487
ghost,95.0,8.0,35.0,9.187683943627672
ghost,95.0,8.0,40.0,7.683335296917293
ghost,95.0,8.0,45.0,8.886090012469813
ghost,95.0,8.0,50.0,7.649170100147328
ghost,95.0,8.0,55.0,8.343678689916223
ghost,95.0,8.0,60.0,8.68829931611163
ghost,95.0,8.0,65.0,7.735985338272339
ghost,95.0,8.0,70.0,8.17842563986403
ghost,95.0,8.0,75.0,7.684418074889088
ghost,95.0,8.0,80.0,7.901475116947823
ghost,95.0,8.0,85.0,7.840495102856586
ghost,95.0,8.0,90.0,8.464019264050831
ghost,95.0,8.0,95.0,8.56044165394058
ghost,95.0,9.0,0.0,7.282442101536678
ghost,95.0,9.0,5.0,11.711453342665894
ghost,95.0,9.0,10.0,9.298037520146028
ghost,95.0,9.0,15.0,9.63338814427552
ghost,95.0,9.0,20.0,9.135897336487774
ghost,95.0,9.0,25.0,8.582078386809432
ghost,95.0,9.0,30.0,8.308020560280225
ghost,95.0,9.0,35.0,8.244014477407621
ghost,95.0,9.0,40.0,7.350734425813272
ghost,95.0,9.0,45.0,7.133180089376247
ghost,95.0,9.0,50.0,8.07052551422259
ghost,95.0,9.0,55.0,8.95938266781477
ghost,95.0,9.0,60.0,8.645824662897226
ghost,95.0,9.0,65.0,8.70591954192393
ghost,95.0,9.0,70.0,7.930621891218675
ghost,95.0,9.0,75.0,8.49807139178197
ghost,95.0,9.0,80.0,7.73143815111609
ghost,95.0,9.0,85.0,7.973446917157199
ghost,95.0,9.0,90.0,8.516824715781606
ghost,95.0,9.0,95.0,8.295533158112331
ghost,95.0,10.0,0.0,7.793625537253511
ghost,95.0,10.0,5.0,13.23214600038006
ghost,95.0,10.0,10.0,10.311606843167807
ghost,95.0,10.0,15.0,9.41950259756109
ghost,95.0,10.0,20.0,8.726261668150087
ghost,95.0,10.0,25.0,8.79061055531631
ghost,95.0,10.0,30.0,7.9632636174738325
ghost,95.0,10.0,35.0,8.557950441342836
ghost,95.0,10.0,40.0,8.765154725873034
ghost,95.0,10.0,45.0,8.741061247833557
ghost,95.0,10.0,50.0,8.036080525603683
ghost,95.0,10.0,55.0,8.500747483284359
ghost,95.0,10.0,60.0,7.9253976827059285
ghost,95.0,10.0,65.0,8.582106177651987
ghost,95.0,10.0,70.0,8.089315721408957
ghost,95.0,10.0,75.0,6.976739540666933
ghost,95.0,10.0,80.0,6.8598823610995545
ghost,95.0,10.0,85.0,8.121621952554504
ghost,95.0,10.0,90.0,8.425347917799451
ghost,95.0,10.0,95.0,8.64260491436209
lense,5.0,1.0,0.0,32.382622334224116
lense,5.0,1.0,5.0,36.03043898119828
lense,5.0,1.0,10.0,33.72921373186296
lense,5.0,1.0,15.0,34.05354430970819
lense,5.0,1.0,20.0,35.668067087514416
lense,5.0,1.0,25.0,34.039567433859155
lense,5.0,1.0,30.0,32.76892114710434
lense,5.0,1.0,35.0,33.59507813392822
lense,5.0,1.0,40.0,33.942616306919945
lense,5.0,1.0,45.0,33.637017468215355
lense,5.0,1.0,50.0,33.75556601696686
lense,5.0,1.0,55.0,34.045346561127246
lense,5.0,1.0,60.0,31.91699632513064
lense,5.0,1.0,65.0,32.528937481818424
lense,5.0,1.0,70.0,34.5808721701096
lense,5.0,1.0,75.0,33.20628391015109
lense,5.0,1.0,80.0,32.8852916544366
lense,5.0,1.0,85.0,33.41352706568415
lense,5.0,1.0,90.0,33.12527147685371
lense,5.0,1.0,95.0,33.52690533075644
lense,5.0,2.0,0.0,33.22730243447155
lense,5.0,2.0,5.0,34.88993171754002
lense,5.0,2.0,10.0,34.766978611779706
lense,5.0,2.0,15.0,34.902794042549694
lense,5.0,2.0,20.0,34.45605248330644
lense,5.0,2.0,25.0,34.88539185253961
lense,5.0,2.0,30.0,33.36421396985191
lense,5.0,2.0,35.0,33.92230083703942
lense,5.0,2.0,40.0,32.980275679377826
lense,5.0,2.0,45.0,32.876467674632785
lense,5.0,2.0,50.0,34.963369935939184
lense,5.0,2.0,55.0,33.17091715690904
lense,5.0,2.0,60.0,31.710518843704108
lense,5.0,2.0,65.0,32.31794733159108
lense,5.0,2.0,70.0,34.460104767279944
lense,5.0,2.0,75.0,33.97930538611123
lense,5.0,2.0,80.0,34.122115999973396
lense,5.0,2.0,85.0,32.816518459667414
lense,5.0,2.0,90.0,32.75795123968133
lense,5.0,2.0,95.0,31.59619979528598
lense,5.0,3.0,0.0,33.28325517774495
lense,5.0,3.0,5.0,36.037999391453035
lense,5.0,3.0,10.0,33.305855795216885
lense,5.0,3.0,15.0,34.45226257675672
lense,5.0,3.0,20.0,36.42378323884101
lense,5.0,3.0,25.0,34.81256304426559
lense,5.0,3.0,30.0,33.67872618144763
lense,5.0,3.0,35.0,34.32521199338552
lense,5.0,3.0,40.0,32.97020261957861
lense,5.0,3.0,45.0,32.73679988652372
lense,5.0,3.0,50.0,32.728871313932984
lense,5.0,3.0,55.0,33.622484844912115
lense,5.0,3.0,60.0,34.059791252719194
lense,5.0,3.0,65.0,33.099670824219245
lense,5.0,3.0,70.0,32.87633689721918
lense,5.0,3.0,75.0,33.56431074175061
lense,5.0,3.0,80.0,33.76439188772075
lense,5.0,3.0,85.0,31.73863645092072
lense,5.0,3.0,90.0,33.227333063818634
lense,5.0,3.0,95.0,31.4897337054227
lense,5.0,4.0,0.0,33.46007935844336
lense,5.0,4.0,5.0,36.32976566737105
lense,5.0,4.0,10.0,34.05862817222195
lense,5.0,4.0,15.0,34.74458875809406
lense,5.0,4.0,20.0,32.58557702487649
lense,5.0,4.0,25.0,32.47493332623448
lense,5.0,4.0,30.0,32.398011772334
lense,5.0,4.0,35.0,33.4006912539642
lense,5.0,4.0,40.0,34.53322581022253
lense,5.0,4.0,45.0,32.344209726079356
lense,5.0,4.0,50.0,33.133610812949684
lense,5.0,4.0,55.0,33.243841414536234
lense,5.0,4.0,60.0,32.961681889232125
lense,5.0,4.0,65.0,33.234814287375585
lense,5.0,4.0,70.0,33.59259029545724
lense,5.0,4.0,75.0,34.90393901657372
lense,5.0,4.0,80.0,33.10741271580925
lense,5.0,4.0,85.0,33.402325215482136
lense,5.0,4.0,90.0,34.2235917274349
lense,5.0,4.0,95.0,31.02869434964269
lense,5.0,5.0,0.0,32.720496368458136
lense,5.0,5.0,5.0,35.343083896416566
lense,5.0,5.0,10.0,33.39324608202821
lense,5.0,5.0,15.0,33.06112232015261
lense,5.0,5.0,20.0,32.802608457818096
lense,5.0,5.0,25.0,35.81960511527517
lense,5.0,5.0,30.0,35.51152409744905
lense,5.0,5.0,35.0,34.5965087144525
lense,5.0,5.0,40.0,33.156914007333164
lense,5.0,5.0,45.0,31.347676063110022
lense,5.0,5.0,50.0,34.335091359612946
lense,5.0,5.0,55.0,33.1680880607727
lense,5.0,5.0,60.0,33.74846042145485
lense,5.0,5.0,65.0,32.97838609661133
lense,5.0,5.0,70.0,34.751716009725435
lense,5.0,5.0,75.0,32.873270584828475
lense,5.0,5.0,80.0,32.82877743599257
lense,5.0,5.0,85.0,32.72739408068607
lense,5.0,5.0,90.0,33.96131564490949
lense,5.0,5.0,95.0,32.28963312247333
lense,5.0,6.0,0.0,33.774377077361336
lense,5.0,6.0,5.0,33.658594613576284
lense,5.0,6.0,10.0,34.84758616489892
lense,5.0,6.0,15.0,34.043721829900505
lense,5.0,6.0,20.0,34.23734201192715
lense,5.0,6.0,25.0,34.132559264413125
lense,5.0,6.0,30.0,34.57232531927285
lense,5.0,6.0,35.0,34.34996709165678
lense,5.0,6.0,40.0,34.156246808564056
lense,5.0,6.0,45.0,32.985247344733374
lense,5.0,6.0,50.0,33.920720103576244
lense,5.0,6.0,55.0,33.22078042682746
lense,5.0,6.0,60.0,34.71165550675952
lense,5.0,6.0,65.0,32.67765099250629
lense,5.0,6.0,70.0,34.4331713854897
lense,5.0,6.0,75.0,33.41071432405638
lense,5.0,6.0,80.0,32.750699369681485
lense,5.0,6.0,85.0,31.753403737416907
lense,5.0,6.0,90.0,33.63695442472562
lense,5.0,6.0,95.0,31.90988471514705
lense,5.0,7.0,0.0,32.70445743580613
lense,5.0,7.0,5.0,34.505046999401024
lense,5.0,7.0,10.0,33.65438203930202
lense,5.0,7.0,15.0,37.38235504637566
lense,5.0,7.0,20.0,34.900630831625364
lense,5.0,7.0,25.0,36.10584811379432
lense,5.0,7.0,30.0,32.9705529493678
lense,5.0,7.0,35.0,34.398178211960676
lense,5.0,7.0,40.0,32.843281329514014
lense,5.0,7.0,45.0,34.08000564198688
lense,5.0,7.0,50.0,32.530424275606855
lense,5.0,7.0,55.0,34.979494169911185
lense,5.0,7.0,60.0,33.09063528438281
lense,5.0,7.0,65.0,33.4636449903055
lense,5.0,7.0,70.0,33.236514264266305
lense,5.0,7.0,75.0,34.21578675517045
lense,5.0,7.0,80.0,34.65848369061541
lense,5.0,7.0,85.0,32.449647869148585
lense,5.0,7.0,90.0,34.26445316136541
lense,5.0,7.0,95.0,32.60929692854581
lense,5.0,8.0,0.0,33.346005887732424
lense,5.0,8.0,5.0,31.93753480822734
lense,5.0,8.0,10.0,37.26304292700449
lense,5.0,8.0,15.0,34.933434281300265
lense,5.0,8.0,20.0,34.52238760346977
lense,5.0,8.0,25.0,34.1735657190712
lense,5.0,8.0,30.0,34.48572326771259
lense,5.0,8.0,35.0,33.73294679888689
lense,5.0,8.0,40.0,34.89326743652927
lense,5.0,8.0,45.0,33.12362284418392
lense,5.0,8.0,50.0,33.97766674781274
lense,5.0,8.0,55.0,34.300703753294684
lense,5.0,8.0,60.0,34.813699861971195
lense,5.0,8.0,65.0,33.82066410402121
lense,5.0,8.0,70.0,34.07227408135058
lense,5.0,8.0,75.0,32.83836007995976
lense,5.0,8.0,80.0,34.581186377550715
lense,5.0,8.0,85.0,33.5872724929276
lense,5.0,8.0,90.0,33.50118497097062
lense,5.0,8.0,95.0,31.90588623739913
lense,5.0,9.0,0.0,32.64590512439364
lense,5.0,9.0,5.0,35.044873642610945
lense,5.0,9.0,10.0,33.70976824989408
lense,5.0,9.0,15.0,34.01432962469141
lense,5.0,9.0,20.0,36.330638450246695
lense,5.0,9.0,25.0,36.02474962466671
lense,5.0,9.0,30.0,34.06396061555427
lense,5.0,9.0,35.0,35.78764147596151
lense,5.0,9.0,40.0,35.41790730761786
lense,5.0,9.0,45.0,35.7912378443576
lense,5.0,9.0,50.0,32.960140226665104
lense,5.0,9.0,55.0,33.87183507083859
lense,5.0,9.0,60.0,35.13204218161087
lense,5.0,9.0,65.0,33.09699917797785
lense,5.0,9.0,70.0,31.76948414918556
lense,5.0,9.0,75.0,33.79630511934215
lense,5.0,9.0,80.0,33.372904712944525
lense,5.0,9.0,85.0,32.567577158255624
lense,5.0,9.0,90.0,31.691201318216606
lense,5.0,9.0,95.0,32.45974372339625
lense,5.0,10.0,0.0,32.99059412102371
lense,5.0,10.0,5.0,34.69281514952398
lense,5.0,10.0,10.0,32.625421454692095
lense,5.0,10.0,15.0,36.064421375949685
lense,5.0,10.0,20.0,35.6094007118674
lense,5.0,10.0,25.0,32.92300136458489
lense,5.0,10.0,30.0,34.42055491274557
lense,5.0,10.0,35.0,36.022944541887775
lense,5.0,10.0,40.0,33.93273592055
lense,5.0,10.0,45.0,33.54644598993814
lense,5.0,10.0,50.0,33.05126887854683
lense,5.0,10.0,55.0,34.23518710109879
lense,5.0,10.0,60.0,32.77801968604934
lense,5.0,10.0,65.0,32.48426951811257
lense,5.0,10.0,70.0,33.707363181726514
lense,5.0,10.0,75.0,33.92240625380961
lense,5.0,10.0,80.0,33.08356532257797
lense,5.0,10.0,85.0,33.26189507829378
lense,5.0,10.0,90.0,33.81610528745629
lense,5.0,10.0,95.0,32.54403022166393
lense,10.0,1.0,0.0,27.558885364993387
lense,10.0,1.0,5.0,29.68935775370923
lense,10.0,1.0,10.0,29.4078542297828
lense,10.0,1.0,15.0,28.35806546515469
lense,10.0,1.0,20.0,28.297540528689517
lense,10.0,1.0,25.0,28.497120618164303
lense,10.0,1.0,30.0,27.908496854141898
lense,10.0,1.0,35.0,28.56535771608546
lense,10.0,1.0,40.0,28.18195701375857
lense,10.0,1.0,45.0,28.18797336345134
lense,10.0,1.0,50.0,27.869614468620647
lense,10.0,1.0,55.0,26.72516063240998
lense,10.0,1.0,60.0,28.235989786588927
lense,10.0,1.0,65.0,27.21632991101945
lense,10.0,1.0,70.0,27.820315508555602
lense,10.0,1.0,75.0,27.78379723568568
lense,10.0,1.0,80.0,27.98211465609433
lense,10.0,1.0,85.0,27.63929953836428
lense,10.0,1.0,90.0,28.00051520026259
lense,10.0,1.0,95.0,27.549854810861568
lense,10.0,2.0,0.0,27.97497673068174
lense,10.0,2.0,5.0,29.555274455573212
lense,10.0,2.0,10.0,28.87993413043837
lense,10.0,2.0,15.0,29.006363295029267
lense,10.0,2.0,20.0,28.889481235110324
lense,10.0,2.0,25.0,28.20011296874825
lense,10.0,2.0,30.0,28.597553743042734
lense,10.0,2.0,35.0,28.3186878299287
lense,10.0,2.0,40.0,28.461881722704142
lense,10.0,2.0,45.0,26.77068130277267
lense,10.0,2.0,50.0,27.66217744374062
lense,10.0,2.0,55.0,28.174038178599897
lense,10.0,2.0,60.0,27.980411332641648
lense,10.0,2.0,65.0,28.24185950612103
lense,10.0,2.0,70.0,27.864224397990128
lense,10.0,2.0,75.0,27.427847975832805
lense,10.0,2.0,80.0,27.978354663145502
lense,10.0,2.0,85.0,27.837850117220146
lense,10.0,2.0,90.0,27.28782680473327
lense,10.0,2.0,95.0,27.995719455860467
lense,10.0,3.0,0.0,27.80802215407136
lense,10.0,3.0,5.0,31.063631638286548
lense,10.0,3.0,10.0,31.103098817217663
lense,10.0,3.0,15.0,30.01298777986859
lense,10.0,3.0,20.0,28.060955128052907
lense,10.0,3.0,25.0,29.20962953051012
lense,10.0,3.0,30.0,29.20813783742206
lense,10.0,3.0,35.0,29.103278021312583
lense,10.0,3.0,40.0,28.221882875904946
lense,10.0,3.0,45.0,28.172406063666052
lense,10.0,3.0,50.0,28.60477055172709
lense,10.0,3.0,55.0,27.77914675530305
lense,10.0,3.0,60.0,26.04591198785386
lense,10.0,3.0,65.0,28.003933794913987
lense,10.0,3.0,70.0,27.28391718108954
lense,10.0,3.0,75.0,28.038819722278728
lense,10.0,3.0,80.0,27.394688232885255
lense,10.0,3.0,85.0,26.769196863634445
lense,10.0,3.0,90.0,27.967426344350248
lense,10.0,3.0,95.0,28.104275443416586
lense,10.0,4.0,0.0,25.470988158412197
lense,10.0,4.0,5.0,31.810492790531956
lense,10.0,4.0,10.0,28.5957836940976
lense,10.0,4.0,15.0,30.251938564020033
lense,10.0,4.0,20.0,29.92862712468316
lense,10.0,4.0,25.0,28.77922639509932
lense,10.0,4.0,30.0,26.759149961305237
lense,10.0,4.0,35.0,29.004445881367193
lense,10.0,4.0,40.0,28.19540406995732
lense,10.0,4.0,45.0,28.64876386100091
lense,10.0,4.0,50.0,28.39890330773434
lense,10.0,4.0,55.0,28.47303678394279
lense,10.0,4.0,60.0,28.627566599274854
lense,10.0,4.0,65.0,27.089559566105645
lense,10.0,4.0,70.0,27.774535547986613
lense,10.0,4.0,75.0,28.0017022463062
lense,10.0,4.0,80.0,27.594487141003434
lense,10.0,4.0,85.0,26.32566700976853
lense,10.0,4.0,90.0,27.03251336889399
lense,10.0,4.0,95.0,28.150441704587568
lense,10.0,5.0,0.0,28.0860958075531
lense,10.0,5.0,5.0,31.11271632161358
lense,10.0,5.0,10.0,29.580913541673183
lense,10.0,5.0,15.0,29.37526532988677
lense,10.0,5.0,20.0,28.374479983112828
lense,10.0,5.0,25.0,29.15155407539267
lense,10.0,5.0,30.0,28.571545381725198
lense,10.0,5.0,35.0,28.946430244831944
lense,10.0,5.0,40.0,28.49788631670779
lense,10.0,5.0,45.0,28.59667033590943
lense,10.0,5.0,50.0,28.675497273954768
lense,10.0,5.0,55.0,28.622827384260678
lense,10.0,5.0,60.0,28.39532288790401
lense,10.0,5.0,65.0,27.561323636334663
lense,10.0,5.0,70.0,28.111135838236066
lense,10.0,5.0,75.0,27.91728454802239
lense,10.0,5.0,80.0,28.120051284933115
lense,10.0,5.0,85.0,27.560112435808467
lense,10.0,5.0,90.0,27.318448355411164
lense,10.0,5.0,95.0,27.36581434247912
lense,10.0,6.0,0.0,27.789598579150127
lense,10.0,6.0,5.0,32.17820262812361
lense,10.0,6.0,10.0,31.081578353839845
lense,10.0,6.0,15.0,30.12840154345056
lense,10.0,6.0,20.0,26.669692450922703
lense,10.0,6.0,25.0,29.316926929108337
lense,10.0,6.0,30.0,29.116958652853555
lense,10.0,6.0,35.0,29.227307300605663
lense,10.0,6.0,40.0,28.88365077960988
lense,10.0,6.0,45.0,28.07078514142972
lense,10.0,6.0,50.0,28.601239675831017
lense,10.0,6.0,55.0,26.683666301339308
lense,10.0,6.0,60.0,28.4659369811347
lense,10.0,6.0,65.0,28.497723180525234
lense,10.0,6.0,70.0,28.190767835045747
lense,10.0,6.0,75.0,27.7348787800538
lense,10.0,6.0,80.0,27.911368924125146
lense,10.0,6.0,85.0,28.203884414891792
lense,10.0,6.0,90.0,27.82766744956901
lense,10.0,6.0,95.0,27.880217633101143
lense,10.0,7.0,0.0,27.89579344066512
lense,10.0,7.0,5.0,32.488008853853685
lense,10.0,7.0,10.0,31.258447854569567
