Image Name,Sigma,Intensity,Detail,PSNR (dB)
bubble,70.0,9.0,55.0,10.653000168336025
bubble,70.0,9.0,60.0,11.738680411807294
bubble,70.0,9.0,65.0,11.081663566686313
bubble,70.0,9.0,70.0,11.284917526897981
bubble,70.0,9.0,75.0,10.917974241701188
bubble,70.0,9.0,80.0,10.944213048212447
bubble,70.0,9.0,85.0,10.915220591750414
bubble,70.0,9.0,90.0,9.824036835855276
bubble,70.0,9.0,95.0,10.809947998588244
bubble,70.0,10.0,0.0,9.750734799849964
bubble,70.0,10.0,5.0,15.619888478896279
bubble,70.0,10.0,10.0,13.373049015334553
bubble,70.0,10.0,15.0,12.100394932761256
bubble,70.0,10.0,20.0,11.628861773848266
bubble,70.0,10.0,25.0,10.878095320630157
bubble,70.0,10.0,30.0,11.297353820771551
bubble,70.0,10.0,35.0,11.034756948766283
bubble,70.0,10.0,40.0,11.030824562853226
bubble,70.0,10.0,45.0,11.368542394677204
bubble,70.0,10.0,50.0,10.812160523739081
bubble,70.0,10.0,55.0,11.408429596471764
bubble,70.0,10.0,60.0,11.123724238293784
bubble,70.0,10.0,65.0,9.452887117215534
bubble,70.0,10.0,70.0,10.944494545602863
bubble,70.0,10.0,75.0,10.189583651881424
bubble,70.0,10.0,80.0,10.03871646289493
bubble,70.0,10.0,85.0,9.788619444178783
bubble,70.0,10.0,90.0,11.490678234487266
bubble,70.0,10.0,95.0,10.000210102171977
bubble,75.0,1.0,0.0,10.531597749742174
bubble,75.0,1.0,5.0,10.931102593764702
bubble,75.0,1.0,10.0,10.882641497177428
bubble,75.0,1.0,15.0,10.08671259059819
bubble,75.0,1.0,20.0,10.193001922594316
bubble,75.0,1.0,25.0,10.936455663375073
bubble,75.0,1.0,30.0,10.23740081979492
bubble,75.0,1.0,35.0,10.988280613798402
bubble,75.0,1.0,40.0,10.6975812032908
bubble,75.0,1.0,45.0,9.97803100732832
bubble,75.0,1.0,50.0,10.946494117311698
bubble,75.0,1.0,55.0,9.490907399801577
bubble,75.0,1.0,60.0,10.984219737434994
bubble,75.0,1.0,65.0,9.917957030741524
bubble,75.0,1.0,70.0,9.16667201589325
bubble,75.0,1.0,75.0,9.08656185924351
bubble,75.0,1.0,80.0,10.022837512951154
bubble,75.0,1.0,85.0,7.767012786153619
bubble,75.0,1.0,90.0,10.865514303236656
bubble,75.0,1.0,95.0,10.414471828850846
bubble,75.0,2.0,0.0,9.913808180790246
bubble,75.0,2.0,5.0,11.494211264840402
bubble,75.0,2.0,10.0,11.838867547675193
bubble,75.0,2.0,15.0,10.849700109676835
bubble,75.0,2.0,20.0,11.284412642070475
bubble,75.0,2.0,25.0,10.243997169996298
bubble,75.0,2.0,30.0,11.158656773715782
bubble,75.0,2.0,35.0,9.94459798485489
bubble,75.0,2.0,40.0,10.19748922884524
bubble,75.0,2.0,45.0,10.258143937357888
bubble,75.0,2.0,50.0,9.388070634687072
bubble,75.0,2.0,55.0,10.691712804859169
bubble,75.0,2.0,60.0,9.374689246809195
bubble,75.0,2.0,65.0,9.883626888664596
bubble,75.0,2.0,70.0,11.01492316544218
bubble,75.0,2.0,75.0,10.120547502564351
bubble,75.0,2.0,80.0,10.757454637047982
bubble,75.0,2.0,85.0,9.164821505167817
bubble,75.0,2.0,90.0,10.412120398775071
bubble,75.0,2.0,95.0,10.798682633649996
bubble,75.0,3.0,0.0,10.337327224616182
bubble,75.0,3.0,5.0,13.666839108145982
bubble,75.0,3.0,10.0,11.719418218152509
bubble,75.0,3.0,15.0,10.995621048208397
bubble,75.0,3.0,20.0,10.918643299128703
bubble,75.0,3.0,25.0,10.50847036748653
bubble,75.0,3.0,30.0,10.369209867157775
bubble,75.0,3.0,35.0,10.49183283629275
bubble,75.0,3.0,40.0,10.63051837430085
bubble,75.0,3.0,45.0,10.56772456405769
bubble,75.0,3.0,50.0,10.568353066189767
bubble,75.0,3.0,55.0,10.741407859425529
bubble,75.0,3.0,60.0,9.952188708137816
bubble,75.0,3.0,65.0,10.28822021384592
bubble,75.0,3.0,70.0,10.414017115434005
bubble,75.0,3.0,75.0,10.723084534926851
bubble,75.0,3.0,80.0,10.474537951221484
bubble,75.0,3.0,85.0,9.893292931151343
bubble,75.0,3.0,90.0,10.545477334662367
bubble,75.0,3.0,95.0,11.09405557420992
bubble,75.0,4.0,0.0,10.594676174728
bubble,75.0,4.0,5.0,13.406397658546586
bubble,75.0,4.0,10.0,10.943983141163518
bubble,75.0,4.0,15.0,11.17728624986514
bubble,75.0,4.0,20.0,10.649884369522898
bubble,75.0,4.0,25.0,10.734173200465085
bubble,75.0,4.0,30.0,10.911862861527693
bubble,75.0,4.0,35.0,9.8916371633528
bubble,75.0,4.0,40.0,11.143531901610169
bubble,75.0,4.0,45.0,9.83547887356109
bubble,75.0,4.0,50.0,10.957312609480713
bubble,75.0,4.0,55.0,10.232884757521633
bubble,75.0,4.0,60.0,10.902351166969977
bubble,75.0,4.0,65.0,10.668430062924088
bubble,75.0,4.0,70.0,9.851658689366804
bubble,75.0,4.0,75.0,10.459289764498047
bubble,75.0,4.0,80.0,10.121023976054268
bubble,75.0,4.0,85.0,11.442689827191641
bubble,75.0,4.0,90.0,10.363498206371887
bubble,75.0,4.0,95.0,8.773968268077857
bubble,75.0,5.0,0.0,9.825871010264718
bubble,75.0,5.0,5.0,12.438688973989564
bubble,75.0,5.0,10.0,11.065624347706015
bubble,75.0,5.0,15.0,10.940450600894367
bubble,75.0,5.0,20.0,11.468343498354836
bubble,75.0,5.0,25.0,11.348068110536804
bubble,75.0,5.0,30.0,10.846639734293811
bubble,75.0,5.0,35.0,11.138060791388009
bubble,75.0,5.0,40.0,11.37983344165434
bubble,75.0,5.0,45.0,10.619970207504402
bubble,75.0,5.0,50.0,10.189016576930252
bubble,75.0,5.0,55.0,10.965515648702088
bubble,75.0,5.0,60.0,9.658591849509584
bubble,75.0,5.0,65.0,10.375358478907335
bubble,75.0,5.0,70.0,9.017832891798381
bubble,75.0,5.0,75.0,10.627881572825974
bubble,75.0,5.0,80.0,10.397612000428854
bubble,75.0,5.0,85.0,10.769775042861298
bubble,75.0,5.0,90.0,11.313021218576806
bubble,75.0,5.0,95.0,10.133470766179737
bubble,75.0,6.0,0.0,10.000462551246693
bubble,75.0,6.0,5.0,13.803770202758072
bubble,75.0,6.0,10.0,11.119014021267876
bubble,75.0,6.0,15.0,10.726328128032511
bubble,75.0,6.0,20.0,11.640837725146348
bubble,75.0,6.0,25.0,11.26735450118572
bubble,75.0,6.0,30.0,10.76068181247403
bubble,75.0,6.0,35.0,10.315626780259164
bubble,75.0,6.0,40.0,10.06344377584407
bubble,75.0,6.0,45.0,10.82589950188726
bubble,75.0,6.0,50.0,10.063871905499422
bubble,75.0,6.0,55.0,10.376152578443977
bubble,75.0,6.0,60.0,10.621879973292954
bubble,75.0,6.0,65.0,10.664783876626029
bubble,75.0,6.0,70.0,9.888755829929355
bubble,75.0,6.0,75.0,10.65481791125125
bubble,75.0,6.0,80.0,8.91526508582925
bubble,75.0,6.0,85.0,11.129743711678225
bubble,75.0,6.0,90.0,10.175475153955613
bubble,75.0,6.0,95.0,10.697223709695656
bubble,75.0,7.0,0.0,11.0147833517324
bubble,75.0,7.0,5.0,13.998959287437945
bubble,75.0,7.0,10.0,11.667960784491624
bubble,75.0,7.0,15.0,11.826002567811749
bubble,75.0,7.0,20.0,11.929223888798461
bubble,75.0,7.0,25.0,10.915794314640028
bubble,75.0,7.0,30.0,10.199291181682105
bubble,75.0,7.0,35.0,10.652074072892695
bubble,75.0,7.0,40.0,11.116891535158034
bubble,75.0,7.0,45.0,10.3399289412652
bubble,75.0,7.0,50.0,10.110917231857718
bubble,75.0,7.0,55.0,10.758019108510323
bubble,75.0,7.0,60.0,10.37684722768034
bubble,75.0,7.0,65.0,10.30165948566504
bubble,75.0,7.0,70.0,10.390745875570623
bubble,75.0,7.0,75.0,10.198239307738387
bubble,75.0,7.0,80.0,10.001376543831288
bubble,75.0,7.0,85.0,10.84380694815298
bubble,75.0,7.0,90.0,9.663335862538432
bubble,75.0,7.0,95.0,9.782208702863338
bubble,75.0,8.0,0.0,10.414567489483009
bubble,75.0,8.0,5.0,14.490847682285011
bubble,75.0,8.0,10.0,11.73553089109999
bubble,75.0,8.0,15.0,10.615215564336099
bubble,75.0,8.0,20.0,10.492028334416391
bubble,75.0,8.0,25.0,10.097935836039936
bubble,75.0,8.0,30.0,11.202242594650247
bubble,75.0,8.0,35.0,10.94752240582707
bubble,75.0,8.0,40.0,10.396439749390213
bubble,75.0,8.0,45.0,9.959221891930632
bubble,75.0,8.0,50.0,10.82688922624239
bubble,75.0,8.0,55.0,10.199122434014225
bubble,75.0,8.0,60.0,10.332693392049887
bubble,75.0,8.0,65.0,10.719302590257737
bubble,75.0,8.0,70.0,9.843931434818336
bubble,75.0,8.0,75.0,10.792865690358218
bubble,75.0,8.0,80.0,10.062324149656046
bubble,75.0,8.0,85.0,10.553886670986824
bubble,75.0,8.0,90.0,10.732079755127694
bubble,75.0,8.0,95.0,10.222783769017653
bubble,75.0,9.0,0.0,10.47977737425353
bubble,75.0,9.0,5.0,12.44507083865926
bubble,75.0,9.0,10.0,11.495618113876064
bubble,75.0,9.0,15.0,10.584601918876173
bubble,75.0,9.0,20.0,11.779026665520194
bubble,75.0,9.0,25.0,11.660421969601668
bubble,75.0,9.0,30.0,10.926440921119454
bubble,75.0,9.0,35.0,10.946142822391877
bubble,75.0,9.0,40.0,10.597265188000334
bubble,75.0,9.0,45.0,9.23649180571562
bubble,75.0,9.0,50.0,10.667784350392523
bubble,75.0,9.0,55.0,10.655438960626222
bubble,75.0,9.0,60.0,9.91719528494536
bubble,75.0,9.0,65.0,10.126900770668415
bubble,75.0,9.0,70.0,10.535209337798983
bubble,75.0,9.0,75.0,10.617745983629854
bubble,75.0,9.0,80.0,9.65916037060225
bubble,75.0,9.0,85.0,10.533650908269019
bubble,75.0,9.0,90.0,10.713790284814547
bubble,75.0,9.0,95.0,10.381977626478829
bubble,75.0,10.0,0.0,10.841395929986307
bubble,75.0,10.0,5.0,15.217361695422822
bubble,75.0,10.0,10.0,12.417815345900085
bubble,75.0,10.0,15.0,12.253253381872444
bubble,75.0,10.0,20.0,11.646791955251356
bubble,75.0,10.0,25.0,10.708332582299645
bubble,75.0,10.0,30.0,10.850852230685263
bubble,75.0,10.0,35.0,11.507055898880944
bubble,75.0,10.0,40.0,11.029210796470815
bubble,75.0,10.0,45.0,8.49894964960426
bubble,75.0,10.0,50.0,10.73771600752167
bubble,75.0,10.0,55.0,10.849920867443624
bubble,75.0,10.0,60.0,10.923618870089689
bubble,75.0,10.0,65.0,10.812477927062817
bubble,75.0,10.0,70.0,11.042226129080115
bubble,75.0,10.0,75.0,10.908436518907154
bubble,75.0,10.0,80.0,10.544132349838494
bubble,75.0,10.0,85.0,10.588054027218591
bubble,75.0,10.0,90.0,10.396701412469431
bubble,75.0,10.0,95.0,10.092125043397848
bubble,80.0,1.0,0.0,10.080347382592302
bubble,80.0,1.0,5.0,10.889279189776923
bubble,80.0,1.0,10.0,9.74351190200518
bubble,80.0,1.0,15.0,8.587092421339195
bubble,80.0,1.0,20.0,10.625761378691783
bubble,80.0,1.0,25.0,9.969417064444464
bubble,80.0,1.0,30.0,9.040227725618019
bubble,80.0,1.0,35.0,10.19673574075381
bubble,80.0,1.0,40.0,10.20798204416932
bubble,80.0,1.0,45.0,9.843137331592363
bubble,80.0,1.0,50.0,9.93046253516674
bubble,80.0,1.0,55.0,9.713950892976003
bubble,80.0,1.0,60.0,9.950835921757
bubble,80.0,1.0,65.0,9.944758287493643
bubble,80.0,1.0,70.0,8.901769292408659
bubble,80.0,1.0,75.0,10.04427925555705
bubble,80.0,1.0,80.0,10.40769542054273
bubble,80.0,1.0,85.0,9.961026633005552
bubble,80.0,1.0,90.0,10.533336477417576
bubble,80.0,1.0,95.0,10.371925831333982
bubble,80.0,2.0,0.0,9.608617187323173
bubble,80.0,2.0,5.0,11.930376282422573
bubble,80.0,2.0,10.0,10.70902290603351
bubble,80.0,2.0,15.0,10.414065306584954
bubble,80.0,2.0,20.0,10.30441385588373
bubble,80.0,2.0,25.0,9.941019857985788
bubble,80.0,2.0,30.0,9.737226928060098
bubble,80.0,2.0,35.0,9.975902443677636
bubble,80.0,2.0,40.0,9.867932068701869
bubble,80.0,2.0,45.0,9.832823168023216
bubble,80.0,2.0,50.0,10.173359946772118
bubble,80.0,2.0,55.0,10.602065664688816
bubble,80.0,2.0,60.0,10.028696820375977
bubble,80.0,2.0,65.0,9.821079836429726
bubble,80.0,2.0,70.0,9.648980699647984
bubble,80.0,2.0,75.0,10.290903908153377
bubble,80.0,2.0,80.0,10.18852580107684
bubble,80.0,2.0,85.0,9.59332271539442
bubble,80.0,2.0,90.0,10.214104643422374
bubble,80.0,2.0,95.0,10.025934766777333
bubble,80.0,3.0,0.0,9.572990209261212
bubble,80.0,3.0,5.0,12.022679846971762
bubble,80.0,3.0,10.0,10.615576538729217
bubble,80.0,3.0,15.0,10.350564046017416
bubble,80.0,3.0,20.0,9.917217540944456
bubble,80.0,3.0,25.0,9.731664132867405
bubble,80.0,3.0,30.0,10.012791696126076
bubble,80.0,3.0,35.0,9.451243085413752
bubble,80.0,3.0,40.0,9.987800272243764
bubble,80.0,3.0,45.0,9.887756773608148
bubble,80.0,3.0,50.0,9.433406904265901
bubble,80.0,3.0,55.0,9.586530236157383
bubble,80.0,3.0,60.0,9.28737963363612
bubble,80.0,3.0,65.0,10.24083956802702
bubble,80.0,3.0,70.0,10.103232808075276
bubble,80.0,3.0,75.0,9.66399734400468
bubble,80.0,3.0,80.0,10.624944049258048
bubble,80.0,3.0,85.0,8.80057407534335
bubble,80.0,3.0,90.0,9.723065601807665
bubble,80.0,3.0,95.0,9.106481890422373
bubble,80.0,4.0,0.0,9.469160545819273
bubble,80.0,4.0,5.0,10.801247468390242
bubble,80.0,4.0,10.0,9.514076169946668
bubble,80.0,4.0,15.0,10.066279637970199
bubble,80.0,4.0,20.0,8.590027957847338
bubble,80.0,4.0,25.0,9.154567421571727
bubble,80.0,4.0,30.0,10.325876700818403
bubble,80.0,4.0,35.0,9.654088410658826
bubble,80.0,4.0,40.0,9.962146429072787
bubble,80.0,4.0,45.0,10.229916389656918
bubble,80.0,4.0,50.0,10.746213289448226
bubble,80.0,4.0,55.0,9.509997240271657
bubble,80.0,4.0,60.0,9.116062964359859
bubble,80.0,4.0,65.0,10.10313078854808
bubble,80.0,4.0,70.0,10.325025738339145
bubble,80.0,4.0,75.0,9.7029227527384
bubble,80.0,4.0,80.0,9.894540452627128
bubble,80.0,4.0,85.0,9.637425591209457
bubble,80.0,4.0,90.0,9.843605562048802
bubble,80.0,4.0,95.0,10.131442365913284
bubble,80.0,5.0,0.0,9.109247931146726
bubble,80.0,5.0,5.0,12.499222567145676
bubble,80.0,5.0,10.0,10.330715235628443
bubble,80.0,5.0,15.0,10.38081997978786
bubble,80.0,5.0,20.0,10.14449700972528
bubble,80.0,5.0,25.0,9.990709888433537
bubble,80.0,5.0,30.0,10.065409954422552
bubble,80.0,5.0,35.0,10.02710725789257
bubble,80.0,5.0,40.0,10.283501149473764
bubble,80.0,5.0,45.0,9.16643517603084
bubble,80.0,5.0,50.0,10.299920418136438
bubble,80.0,5.0,55.0,10.177920010600369
bubble,80.0,5.0,60.0,9.9446812452025
bubble,80.0,5.0,65.0,8.561971083010976
bubble,80.0,5.0,70.0,9.631203603780648
bubble,80.0,5.0,75.0,9.384307954259443
bubble,80.0,5.0,80.0,9.648447340867882
bubble,80.0,5.0,85.0,10.176174717669666
bubble,80.0,5.0,90.0,8.792940217628123
bubble,80.0,5.0,95.0,10.069437404604392
bubble,80.0,6.0,0.0,10.207298112060188
bubble,80.0,6.0,5.0,13.682608592251455
bubble,80.0,6.0,10.0,11.934974945813826
bubble,80.0,6.0,15.0,10.669177543037623
bubble,80.0,6.0,20.0,10.841273982773556
bubble,80.0,6.0,25.0,10.305270567479887
bubble,80.0,6.0,30.0,10.125030459540872
bubble,80.0,6.0,35.0,10.287709506557649
bubble,80.0,6.0,40.0,9.906217774983881
bubble,80.0,6.0,45.0,9.547277589150813
bubble,80.0,6.0,50.0,10.22619755235868
bubble,80.0,6.0,55.0,8.513084566672386
bubble,80.0,6.0,60.0,10.370844123129793
bubble,80.0,6.0,65.0,8.195547413534873
bubble,80.0,6.0,70.0,10.09117895325015
bubble,80.0,6.0,75.0,9.96105180538346
bubble,80.0,6.0,80.0,10.384983108929811
bubble,80.0,6.0,85.0,9.940470103872217
bubble,80.0,6.0,90.0,10.053238424630797
bubble,80.0,6.0,95.0,9.07101090540429
bubble,80.0,7.0,0.0,9.89639352484639
bubble,80.0,7.0,5.0,13.63857784719015
bubble,80.0,7.0,10.0,11.09979517800783
bubble,80.0,7.0,15.0,11.286635888817873
bubble,80.0,7.0,20.0,10.149148389921713
bubble,80.0,7.0,25.0,10.59390296103266
bubble,80.0,7.0,30.0,10.292167198138642
bubble,80.0,7.0,35.0,8.975786660590055
bubble,80.0,7.0,40.0,10.326363288937591
bubble,80.0,7.0,45.0,8.370598559438731
bubble,80.0,7.0,50.0,9.612198495857552
bubble,80.0,7.0,55.0,9.577765821717795
bubble,80.0,7.0,60.0,10.009953235543467
bubble,80.0,7.0,65.0,10.475221921030496
bubble,80.0,7.0,70.0,9.599558118072718
bubble,80.0,7.0,75.0,10.323383966109564
bubble,80.0,7.0,80.0,9.967398438445944
bubble,80.0,7.0,85.0,9.5476197793094
bubble,80.0,7.0,90.0,9.977021923552877
bubble,80.0,7.0,95.0,9.267732695646933
bubble,80.0,8.0,0.0,10.27404522584243
bubble,80.0,8.0,5.0,13.8779891157881
bubble,80.0,8.0,10.0,11.8160363749835
bubble,80.0,8.0,15.0,10.249799819824554
bubble,80.0,8.0,20.0,10.591633883408623
bubble,80.0,8.0,25.0,10.425504279367102
bubble,80.0,8.0,30.0,9.958460774992322
bubble,80.0,8.0,35.0,9.50900718526326
bubble,80.0,8.0,40.0,10.187656020205656
bubble,80.0,8.0,45.0,9.542808151378528
bubble,80.0,8.0,50.0,10.366726339714953
bubble,80.0,8.0,55.0,10.188057581802168
bubble,80.0,8.0,60.0,9.811873892486801
bubble,80.0,8.0,65.0,10.57221891620954
bubble,80.0,8.0,70.0,9.75894534676123
bubble,80.0,8.0,75.0,10.191899549391007
bubble,80.0,8.0,80.0,9.552042872296589
bubble,80.0,8.0,85.0,9.795745781123227
bubble,80.0,8.0,90.0,10.176655176884935
bubble,80.0,8.0,95.0,9.685963885166254
bubble,80.0,9.0,0.0,10.263851648007877
bubble,80.0,9.0,5.0,13.984534478167156
bubble,80.0,9.0,10.0,11.48415885809752
bubble,80.0,9.0,15.0,10.652251270474725
bubble,80.0,9.0,20.0,10.179417039619238
bubble,80.0,9.0,25.0,10.617968884926443
bubble,80.0,9.0,30.0,10.444437551282613
bubble,80.0,9.0,35.0,9.520912830327893
bubble,80.0,9.0,40.0,9.883319502563204
bubble,80.0,9.0,45.0,10.624938948708637
bubble,80.0,9.0,50.0,9.598480263750385
bubble,80.0,9.0,55.0,10.391899261037004
bubble,80.0,9.0,60.0,8.815832718715734
bubble,80.0,9.0,65.0,9.648369952441039
bubble,80.0,9.0,70.0,10.353335175980355
bubble,80.0,9.0,75.0,9.067033087373325
bubble,80.0,9.0,80.0,10.194754392228004
bubble,80.0,9.0,85.0,9.258074766350312
bubble,80.0,9.0,90.0,10.264851653385827
bubble,80.0,9.0,95.0,9.874592926225084
bubble,80.0,10.0,0.0,9.912997836886504
bubble,80.0,10.0,5.0,15.02693062867483
bubble,80.0,10.0,10.0,11.904280616270116
bubble,80.0,10.0,15.0,11.607654644529312
bubble,80.0,10.0,20.0,11.366751355502824
bubble,80.0,10.0,25.0,10.419702209902793
bubble,80.0,10.0,30.0,9.908656789027427
bubble,80.0,10.0,35.0,10.20633549066659
bubble,80.0,10.0,40.0,9.643307297675806
bubble,80.0,10.0,45.0,9.713450270579457
bubble,80.0,10.0,50.0,8.727709546888946
bubble,80.0,10.0,55.0,10.510298846034997
bubble,80.0,10.0,60.0,10.311718921501356
bubble,80.0,10.0,65.0,10.428572852682322
bubble,80.0,10.0,70.0,10.329987994004528
bubble,80.0,10.0,75.0,9.260410762742312
bubble,80.0,10.0,80.0,9.766554903192588
bubble,80.0,10.0,85.0,10.475208195779636
bubble,80.0,10.0,90.0,10.291858938143967
bubble,80.0,10.0,95.0,10.348178869371056
bubble,85.0,1.0,0.0,9.285315030146217
bubble,85.0,1.0,5.0,9.565790405227926
bubble,85.0,1.0,10.0,9.474547802873168
bubble,85.0,1.0,15.0,9.35366914879435
bubble,85.0,1.0,20.0,8.125689682609336
bubble,85.0,1.0,25.0,8.519461754353799
bubble,85.0,1.0,30.0,8.993494493573106
bubble,85.0,1.0,35.0,8.169411302628268
bubble,85.0,1.0,40.0,9.363873074572536
bubble,85.0,1.0,45.0,10.159887017088867
bubble,85.0,1.0,50.0,9.814069886069436
bubble,85.0,1.0,55.0,9.469316129197107
bubble,85.0,1.0,60.0,9.416994612352546
bubble,85.0,1.0,65.0,7.320736148819085
bubble,85.0,1.0,70.0,9.241224723441542
bubble,85.0,1.0,75.0,10.155130492577996
bubble,85.0,1.0,80.0,8.611260315140889
bubble,85.0,1.0,85.0,9.381738225443216
bubble,85.0,1.0,90.0,9.640233184298806
bubble,85.0,1.0,95.0,7.2941010735177985
bubble,85.0,2.0,0.0,8.676498765147048
bubble,85.0,2.0,5.0,7.55454003059376
bubble,85.0,2.0,10.0,9.299948942857425
bubble,85.0,2.0,15.0,10.032395730898305
bubble,85.0,2.0,20.0,10.170631949938409
bubble,85.0,2.0,25.0,8.617800595061686
bubble,85.0,2.0,30.0,9.721712663910012
bubble,85.0,2.0,35.0,9.180901569551228
bubble,85.0,2.0,40.0,9.762764490514972
bubble,85.0,2.0,45.0,8.701203201883262
bubble,85.0,2.0,50.0,9.595404214483802
bubble,85.0,2.0,55.0,10.294757253033255
bubble,85.0,2.0,60.0,9.726319488452926
bubble,85.0,2.0,65.0,10.063340098487279
bubble,85.0,2.0,70.0,9.95259061596583
bubble,85.0,2.0,75.0,9.590687090392557
bubble,85.0,2.0,80.0,9.844655880714301
bubble,85.0,2.0,85.0,9.429768758300526
bubble,85.0,2.0,90.0,9.178763073972483
bubble,85.0,2.0,95.0,9.900855179468884
bubble,85.0,3.0,0.0,9.284120639427847
bubble,85.0,3.0,5.0,12.020396287181313
bubble,85.0,3.0,10.0,10.718521618659416
bubble,85.0,3.0,15.0,9.935226645236426
bubble,85.0,3.0,20.0,9.257455221916793
bubble,85.0,3.0,25.0,8.747852470849276
bubble,85.0,3.0,30.0,9.303816128238275
bubble,85.0,3.0,35.0,9.558427403578888
bubble,85.0,3.0,40.0,8.605204552832596
bubble,85.0,3.0,45.0,10.171383899855122
bubble,85.0,3.0,50.0,9.655649515887331
bubble,85.0,3.0,55.0,8.37969339141132
bubble,85.0,3.0,60.0,9.37356635648653
bubble,85.0,3.0,65.0,10.280647169865473
bubble,85.0,3.0,70.0,8.836965803239726
bubble,85.0,3.0,75.0,9.488062757860726
bubble,85.0,3.0,80.0,8.776777357245665
bubble,85.0,3.0,85.0,7.500996112508414
bubble,85.0,3.0,90.0,9.190099660653862
bubble,85.0,3.0,95.0,9.67369545875101
bubble,85.0,4.0,0.0,10.139630270277992
bubble,85.0,4.0,5.0,12.214607956686615
bubble,85.0,4.0,10.0,10.713708916975408
bubble,85.0,4.0,15.0,10.42482759213732
bubble,85.0,4.0,20.0,9.394137619222846
bubble,85.0,4.0,25.0,9.570980438513722
bubble,85.0,4.0,30.0,9.317285166366744
bubble,85.0,4.0,35.0,9.053808844229183
bubble,85.0,4.0,40.0,9.560868429640193
bubble,85.0,4.0,45.0,10.30594365592118
bubble,85.0,4.0,50.0,9.394488375850328
bubble,85.0,4.0,55.0,9.82817155793236
bubble,85.0,4.0,60.0,8.730775642387393
bubble,85.0,4.0,65.0,9.072044062787544
bubble,85.0,4.0,70.0,9.489812279112897
bubble,85.0,4.0,75.0,9.365065944116985
bubble,85.0,4.0,80.0,9.762139204262127
bubble,85.0,4.0,85.0,8.94551391433557
bubble,85.0,4.0,90.0,10.093237747245329
bubble,85.0,4.0,95.0,10.01139467693437
bubble,85.0,5.0,0.0,8.900297792052292
bubble,85.0,5.0,5.0,12.473817181368592
bubble,85.0,5.0,10.0,10.390556413786943
bubble,85.0,5.0,15.0,6.9347022614886935
bubble,85.0,5.0,20.0,7.997364115755597
bubble,85.0,5.0,25.0,9.82221800420752
bubble,85.0,5.0,30.0,10.201328376158578
bubble,85.0,5.0,35.0,9.956641872935123
bubble,85.0,5.0,40.0,9.421200668083124
bubble,85.0,5.0,45.0,9.221452285621066
bubble,85.0,5.0,50.0,9.606210066005447
bubble,85.0,5.0,55.0,10.404770859146376
bubble,85.0,5.0,60.0,9.99097855042821
bubble,85.0,5.0,65.0,9.427486658762671
bubble,85.0,5.0,70.0,9.56114595386927
bubble,85.0,5.0,75.0,9.343836753324608
bubble,85.0,5.0,80.0,8.194401205328063
bubble,85.0,5.0,85.0,9.114341685261696
bubble,85.0,5.0,90.0,9.300229559508184
bubble,85.0,5.0,95.0,8.801699618177757
bubble,85.0,6.0,0.0,8.773755843636069
bubble,85.0,6.0,5.0,13.926792776791773
bubble,85.0,6.0,10.0,10.99568655287602
bubble,85.0,6.0,15.0,11.06869043656584
bubble,85.0,6.0,20.0,9.315876694844363
bubble,85.0,6.0,25.0,9.332442626435274
bubble,85.0,6.0,30.0,8.397492338405891
bubble,85.0,6.0,35.0,10.375346014104029
bubble,85.0,6.0,40.0,9.772760292849586
bubble,85.0,6.0,45.0,9.587324567866817
bubble,85.0,6.0,50.0,9.789194285401596
bubble,85.0,6.0,55.0,9.019680898288158
bubble,85.0,6.0,60.0,9.184900146556977
bubble,85.0,6.0,65.0,9.39465027833738
bubble,85.0,6.0,70.0,9.239676930927747
bubble,85.0,6.0,75.0,8.879217084070243
bubble,85.0,6.0,80.0,9.124495033746806
bubble,85.0,6.0,85.0,9.918705129953855
bubble,85.0,6.0,90.0,9.195407150010388
bubble,85.0,6.0,95.0,9.731767992999046
bubble,85.0,7.0,0.0,8.774953195098808
bubble,85.0,7.0,5.0,14.06766193054805
bubble,85.0,7.0,10.0,11.203283535043731
bubble,85.0,7.0,15.0,11.106021284663786
bubble,85.0,7.0,20.0,10.257899235832038
bubble,85.0,7.0,25.0,10.639443673754297
bubble,85.0,7.0,30.0,10.054187540452943
bubble,85.0,7.0,35.0,9.993904787996524
bubble,85.0,7.0,40.0,9.6521655744075
bubble,85.0,7.0,45.0,9.828928048223304
bubble,85.0,7.0,50.0,9.589009020869156
bubble,85.0,7.0,55.0,9.631049154475052
bubble,85.0,7.0,60.0,9.938597206928243
bubble,85.0,7.0,65.0,9.970900156179539
bubble,85.0,7.0,70.0,9.72466559355948
bubble,85.0,7.0,75.0,7.657570982314968
bubble,85.0,7.0,80.0,9.642819185720784
bubble,85.0,7.0,85.0,8.791746149888382
bubble,85.0,7.0,90.0,9.253903478277351
bubble,85.0,7.0,95.0,9.015284048755632
bubble,85.0,8.0,0.0,9.033719386191446
bubble,85.0,8.0,5.0,13.338456403863251
bubble,85.0,8.0,10.0,10.805547929675116
bubble,85.0,8.0,15.0,10.366009662386716
bubble,85.0,8.0,20.0,9.28733770069068
bubble,85.0,8.0,25.0,9.036416987902435
bubble,85.0,8.0,30.0,9.458334302276242
bubble,85.0,8.0,35.0,9.066289502355096
bubble,85.0,8.0,40.0,9.267585698734743
bubble,85.0,8.0,45.0,8.783234026588094
bubble,85.0,8.0,50.0,9.762428140141227
bubble,85.0,8.0,55.0,10.092371416309337
bubble,85.0,8.0,60.0,9.164633409424956
